current,target,value
0.7,0.9,-0.0012826868
0.65,0.2,0.006058033
0.65,0.25,0.0060490607
0.65,0.3,0.0059563466
0.65,0.35,0.0057700574
0.65,0.4,0.0054878476
0.65,0.45,0.005089976
0.65,0.5,0.004577935
0.65,0.55,0.00393596
0.65,0.6,0.0031594746
0.65,0.65,0.0023180598
0.65,0.7,0.0014160209
0.65,0.75,0.00049742847
0.65,0.8,-0.00039282846
0.65,0.85,-0.0012443892
0.65,0.9,-0.0020251544
0.6,0.2,0.005316202
0.6,0.25,0.0052995104
0.6,0.3,0.005175872
0.6,0.35,0.0049480093
0.6,0.4,0.004620401
0.6,0.45,0.004192939
0.6,0.5,0.0036623238
0.6,0.55,0.0030328305
0.6,0.6,0.0022963872
0.6,0.65,0.0015145873
0.6,0.7,0.0006908708
0.6,0.75,-0.00013564217
0.6,0.8,-0.0009335126
0.6,0.85,-0.0016918078
0.6,0.9,-0.00237994
0.55,0.2,0.004579062
0.55,0.25,0.0045210696
0.55,0.3,0.004344281
0.55,0.35,0.0040575075
0.55,0.4,0.0036737435
0.55,0.45,0.003204281
0.55,0.5,0.0026753913
0.55,0.55,0.0020710274
0.55,0.6,0.0014016924
0.55,0.65,0.0007194762
0.55,0.7,1.1759809e-05
0.55,0.75,-0.000688312
0.55,0.8,-0.001346293
0.55,0.85,-0.0019668194
0.55,0.9,-0.0025338419
0.5,0.2,0.0038030995
0.5,0.25,0.0036941404
0.5,0.3,0.0034457422
0.5,0.35,0.0030972157
0.5,0.4,0.0026545087
0.5,0.45,0.0021565305
0.5,0.5,0.0016371118
0.5,0.55,0.0010799953
0.5,0.6,0.00050349516
0.5,0.65,-5.532127e-05
0.5,0.7,-0.000615465
0.5,0.75,-0.001155065
0.5,0.8,-0.0016550525
0.5,0.85,-0.0021214543
0.5,0.9,-0.0025444534
0.45,0.2,0.0032049653
0.45,0.25,0.0030103575
0.45,0.3,0.0026604128
0.45,0.35,0.0022425123
0.45,0.4,0.0017420211
0.45,0.45,0.0012263658
0.45,0.5,0.0007317806
0.45,0.55,0.00024737482
0.45,0.6,-0.00022579759
0.45,0.65,-0.00064945663
0.45,0.7,-0.0010546655
0.45,0.75,-0.0014315853
0.45,0.8,-0.001779035
0.45,0.85,-0.0020913756
0.45,0.9,-0.0023771469
0.4,0.2,0.0028462496
0.4,0.25,0.00252806
0.4,0.3,0.002058588
0.4,0.35,0.0015444357
0.4,0.4,0.0009759396
0.4,0.45,0.0004293135
0.4,0.5,-6.3647036e-05
0.4,0.55,-0.00052007096
0.4,0.6,-0.0009329937
0.4,0.65,-0.0012848726
0.4,0.7,-0.0016100093
0.4,0.75,-0.0019022791
0.4,0.8,-0.0021695765
0.4,0.85,-0.0024103944
0.4,0.9,-0.0026262111
0.35,0.2,0.002826923
0.35,0.25,0.0023759147
0.35,0.3,0.0017937844
0.35,0.35,0.0012161011
0.35,0.4,0.0006206505
0.35,0.45,7.206838e-05
0.35,0.5,-0.00037336047
0.35,0.55,-0.0007377554
0.35,0.6,-0.001062571
0.35,0.65,-0.0013051578
0.35,0.7,-0.001495194
0.35,0.75,-0.0016729445
0.35,0.8,-0.0018104801
0.35,0.85,-0.0019350238
0.35,0.9,-0.0020522699
0.3,0.2,0.0025883024
0.3,0.25,0.001958523
0.3,0.3,0.0012855509
0.3,0.35,0.00065421534
0.3,0.4,6.4829386e-05
0.3,0.45,-0.0004211047
0.3,0.5,-0.00081850484
0.3,0.55,-0.0011078011
0.3,0.6,-0.0013603789
0.3,0.65,-0.0015461477
0.3,0.7,-0.0016909848
0.3,0.75,-0.0018382439
0.3,0.8,-0.0019449737
0.3,0.85,-0.0020693336
0.3,0.9,-0.0021561666
0.25,0.2,0.0008388787
0.25,0.25,5.847184e-05
0.25,0.3,-0.00067667844
0.25,0.35,-0.001285791
0.25,0.4,-0.0018105108
0.25,0.45,-0.0022236793
0.25,0.5,-0.0025114915
0.25,0.55,-0.0027078874
0.25,0.6,-0.0028499442
0.25,0.65,-0.0029519922
0.25,0.7,-0.0030284454
0.25,0.75,-0.0031118297
0.25,0.8,-0.0031342078
0.25,0.85,-0.003211175
0.25,0.9,-0.0032423427
0.2,0.2,0.001888761
0.2,0.25,0.0010796775
0.2,0.3,0.0004203978
0.2,0.35,-8.843402e-05
0.2,0.4,-0.0004312517
0.2,0.45,-0.00068946
0.2,0.5,-0.00081877096
0.2,0.55,-0.0009199914
0.2,0.6,-0.0009723437
0.2,0.65,-0.0010252058
0.2,0.7,-0.001081386
0.2,0.75,-0.0011452736
0.2,0.8,-0.0011515222
0.2,0.85,-0.0012390093
0.2,0.9,-0.0013181043
