current,target,value
0.65,0.3,0.0023940904
0.65,0.35,0.002264909
0.65,0.4,0.0020605766
0.65,0.45,0.0017563473
0.65,0.5,0.0013550723
0.65,0.55,0.00084115064
0.65,0.6,0.00021499814
0.65,0.65,-0.00046599258
0.65,0.7,-0.0011959386
0.65,0.75,-0.0019421774
0.65,0.8,-0.002661844
0.65,0.85,-0.003344458
0.65,0.9,-0.0039661685
0.6,0.2,0.0018078571
0.6,0.25,0.0017996698
0.6,0.3,0.0017140754
0.6,0.35,0.0015451252
0.6,0.4,0.0012965474
0.6,0.45,0.0009607793
0.6,0.5,0.0005499419
0.6,0.55,5.0642775e-05
0.6,0.6,-0.0005301545
0.6,0.65,-0.0011438951
0.6,0.7,-0.0017878761
0.6,0.75,-0.0024373939
0.6,0.8,-0.0030570359
0.6,0.85,-0.003640268
0.6,0.9,-0.0041690706
0.55,0.2,0.0018301537
0.55,0.25,0.0017846099
0.55,0.3,0.0016449589
0.55,0.35,0.0014216128
0.55,0.4,0.0011214471
0.55,0.45,0.0007581427
0.55,0.5,0.00034958834
0.55,0.55,-0.00011251096
0.55,0.6,-0.0006185994
0.55,0.65,-0.0011293831
0.55,0.7,-0.0016485768
0.55,0.75,-0.0021590632
0.55,0.8,-0.0026377363
0.55,0.85,-0.0030808048
0.55,0.9,-0.003478957
0.5,0.2,0.001668013
0.5,0.25,0.0015643509
0.5,0.3,0.0013499657
0.5,0.35,0.0010492773
0.5,0.4,0.00067986536
0.5,0.45,0.00027274372
0.5,0.5,-0.00014160026
0.5,0.55,-0.0005696799
0.5,0.6,-0.0010039131
0.5,0.65,-0.0014128764
0.5,0.7,-0.0018076801
0.5,0.75,-0.0021824539
0.5,0.8,-0.002525128
0.5,0.85,-0.0028346502
0.5,0.9,-0.0031083797
0.45,0.2,0.0014501583
0.45,0.25,0.0012608803
0.45,0.3,0.0009408833
0.45,0.35,0.00054400106
0.45,0.4,8.984394e-05
0.45,0.45,-0.00036905485
0.45,0.5,-0.0007943704
0.45,0.55,-0.001194959
0.45,0.6,-0.0015634208
0.45,0.65,-0.0018733907
0.45,0.7,-0.0021556686
0.45,0.75,-0.002409323
0.45,0.8,-0.002629535
0.45,0.85,-0.002822629
0.45,0.9,-0.002987094
0.4,0.2,0.001779342
0.4,0.25,0.0014700246
0.4,0.3,0.0010266961
0.4,0.35,0.0005247158
0.4,0.4,-5.275808e-08
0.4,0.45,-0.0004870754
0.4,0.5,-0.00090999407
0.4,0.55,-0.0012651973
0.4,0.6,-0.0015631823
0.4,0.65,-0.0017843548
0.4,0.7,-0.0019649349
0.4,0.75,-0.0021147418
0.4,0.8,-0.0022319085
0.4,0.85,-0.0023326036
0.4,0.9,-0.0024118063
0.35,0.2,0.0017871201
0.35,0.25,0.0013317514
0.35,0.3,0.0007619763
0.35,0.35,0.00018241907
0.35,0.4,-0.00037899078
0.35,0.45,-0.0008671837
0.35,0.5,-0.0012608519
0.35,0.55,-0.0015568488
0.35,0.6,-0.0017861997
0.35,0.65,-0.0019318571
0.35,0.7,-0.0020354134
0.35,0.75,-0.0021104403
0.35,0.8,-0.002153429
0.35,0.85,-0.0021910246
0.35,0.9,-0.0022151782
0.3,0.2,0.0013846172
0.3,0.25,0.0007368225
0.3,0.3,3.6562677e-05
0.3,0.35,-0.00061764807
0.3,0.4,-0.0011901135
0.3,0.45,-0.0016581315
0.3,0.5,-0.0020145944
0.3,0.55,-0.0022635302
0.3,0.6,-0.0024621757
0.3,0.65,-0.0025689574
0.3,0.7,-0.0026534603
0.3,0.75,-0.002705108
0.3,0.8,-0.002732195
0.3,0.85,-0.0027684388
0.3,0.9,-0.0027878643
0.25,0.2,0.0005674771
0.25,0.25,-0.00024769013
0.25,0.3,-0.0010102957
0.25,0.35,-0.0016636907
0.25,0.4,-0.0021682687
0.25,0.45,-0.0025589578
0.25,0.5,-0.0028123932
0.25,0.55,-0.0029744268
0.25,0.6,-0.0030994825
0.25,0.65,-0.003157524
0.25,0.7,-0.0032013294
0.25,0.75,-0.0032231612
0.25,0.8,-0.0032105336
0.25,0.85,-0.0032414403
0.25,0.9,-0.003241477
0.2,0.2,-0.00011969233
0.2,0.25,-0.0010317503
0.2,0.3,-0.001788005
0.2,0.35,-0.0023729494
0.2,0.4,-0.0027711838
0.2,0.45,-0.0030527667
0.2,0.5,-0.0032012584
0.2,0.55,-0.00327883
0.2,0.6,-0.0033320321
0.2,0.65,-0.003339
0.2,0.7,-0.0033465514
0.2,0.75,-0.0033379954
0.2,0.8,-0.0033001218
0.2,0.85,-0.003315492
0.2,0.9,-0.003305422
