current,target,value
0.3,0.8,-0.00052121613
0.3,0.85,-0.00046394375
0.3,0.9,-0.00040670738
0.25,0.2,0.0016835898
0.25,0.25,0.0009506508
0.25,0.3,0.00030035633
0.25,0.35,-0.0002409239
0.25,0.4,-0.0006596602
0.25,0.45,-0.00097044866
0.25,0.5,-0.0011289384
0.25,0.55,-0.001224585
0.25,0.6,-0.0012650649
0.25,0.65,-0.0012509825
0.25,0.7,-0.0012136679
0.25,0.75,-0.0011787225
0.25,0.8,-0.0010947208
0.25,0.85,-0.0010569299
0.25,0.9,-0.0010034726
0.2,0.2,0.0008999314
0.2,0.25,7.772405e-05
0.2,0.3,-0.00055761886
0.2,0.35,-0.0010484671
0.2,0.4,-0.0013499608
0.2,0.45,-0.0015828621
0.2,0.5,-0.0016427283
0.2,0.55,-0.0016632001
0.2,0.6,-0.0016493488
0.2,0.65,-0.0016091547
0.2,0.7,-0.0015702301
0.2,0.75,-0.0015306156
0.2,0.8,-0.001449913
0.2,0.85,-0.0014290565
0.2,0.9,-0.0013903829
