current,target,value
0.65,0.6,0.0007365239
0.65,0.65,-0.0002260106
0.65,0.7,-0.0012670071
0.65,0.75,-0.002317099
0.65,0.8,-0.0033434075
0.65,0.85,-0.0043258592
0.65,0.9,-0.005225337
0.6,0.2,0.003215493
0.6,0.25,0.00318722
0.6,0.3,0.0030381286
0.6,0.35,0.0027691661
0.6,0.4,0.0023843923
0.6,0.45,0.0018889946
0.6,0.5,0.0012759193
0.6,0.55,0.0005512543
0.6,0.6,-0.0003059726
0.6,0.65,-0.001212172
0.6,0.7,-0.0021798324
0.6,0.75,-0.0031433366
0.6,0.8,-0.0040817074
0.6,0.85,-0.004975576
0.6,0.9,-0.0057874173
0.55,0.2,0.0023545462
0.55,0.25,0.0022819124
0.55,0.3,0.0020816736
0.55,0.35,0.0017554695
0.55,0.4,0.0013100941
0.55,0.45,0.0007723943
0.55,0.5,0.00016522611
0.55,0.55,-0.0005330486
0.55,0.6,-0.0013081209
0.55,0.65,-0.0021028914
0.55,0.7,-0.0029372945
0.55,0.75,-0.0037679807
0.55,0.8,-0.0045539737
0.55,0.85,-0.005295419
0.55,0.9,-0.005972264
0.5,0.2,0.0018007602
0.5,0.25,0.0016753954
0.5,0.3,0.0013912835
0.5,0.35,0.0009989446
0.5,0.4,0.0005000131
0.5,0.45,-6.184493e-05
0.5,0.5,-0.0006784976
0.5,0.55,-0.0013436843
0.5,0.6,-0.0020419774
0.5,0.65,-0.0027441492
0.5,0.7,-0.0034532577
0.5,0.75,-0.004144455
0.5,0.8,-0.004800342
0.5,0.85,-0.0054032607
0.5,0.9,-0.005963073
0.45,0.2,0.0019776283
0.45,0.25,0.0017615947
0.45,0.3,0.0013603132
0.45,0.35,0.000885714
0.45,0.4,0.00033152223
0.45,0.45,-0.0002443745
0.45,0.5,-0.00081923493
0.45,0.55,-0.0013706955
0.45,0.6,-0.0019292391
0.45,0.65,-0.0024440552
0.45,0.7,-0.0029469822
0.45,0.75,-0.0034244698
0.45,0.8,-0.003868613
0.45,0.85,-0.00427973
0.45,0.9,-0.004647298
0.4,0.2,0.0016232528
0.4,0.25,0.0013026446
0.4,0.3,0.0008221985
0.4,0.35,0.00025622227
0.4,0.4,-0.00036951024
0.4,0.45,-0.0009750601
0.4,0.5,-0.0015506599
0.4,0.55,-0.00209288
0.4,0.6,-0.0025973963
0.4,0.65,-0.0030453089
0.4,0.7,-0.0034764623
0.4,0.75,-0.0038829292
0.4,0.8,-0.0042620995
0.4,0.85,-0.004603057
0.4,0.9,-0.004914085
0.35,0.2,0.0013979664
0.35,0.25,0.00092396716
0.35,0.3,0.00029910466
0.35,0.35,-0.0003064913
0.35,0.4,-0.0009557913
0.35,0.45,-0.0015532533
0.35,0.5,-0.002092642
0.35,0.55,-0.0025563848
0.35,0.6,-0.0029987593
0.35,0.65,-0.0033709225
0.35,0.7,-0.0037063255
0.35,0.75,-0.004036255
0.35,0.8,-0.004338493
0.35,0.85,-0.0045925328
0.35,0.9,-0.0048364038
0.3,0.2,0.00043222212
0.3,0.25,-0.00022786862
0.3,0.3,-0.0009398783
0.3,0.35,-0.0016116104
0.3,0.4,-0.002232671
0.3,0.45,-0.0027440607
0.3,0.5,-0.0032226942
0.3,0.55,-0.0035424323
0.3,0.6,-0.0038406698
0.3,0.65,-0.0040658386
0.3,0.7,-0.0042842743
0.3,0.75,-0.004490826
0.3,0.8,-0.0046675177
0.3,0.85,-0.00484996
0.3,0.9,-0.0049852966
0.25,0.2,-0.00058259367
0.25,0.25,-0.0013832452
0.25,0.3,-0.0021779167
0.25,0.35,-0.002857755
0.25,0.4,-0.0034385773
0.25,0.45,-0.003894948
0.25,0.5,-0.0042420225
0.25,0.55,-0.0044638733
0.25,0.6,-0.0046627545
0.25,0.65,-0.004821707
0.25,0.7,-0.0049871705
0.25,0.75,-0.00511962
0.25,0.8,-0.005218534
0.25,0.85,-0.005369059
0.25,0.9,-0.0054785474
0.2,0.2,0.0014899923
0.2,0.25,0.0006448001
0.2,0.3,-0.00013641836
0.2,0.35,-0.0006769958
0.2,0.4,-0.0010827535
0.2,0.45,-0.0013703179
0.2,0.5,-0.0015360888
0.2,0.55,-0.0015884765
0.2,0.6,-0.0016630978
0.2,0.65,-0.0017671747
0.2,0.7,-0.0018423927
0.2,0.75,-0.0019298061
0.2,0.8,-0.0019935397
0.2,0.85,-0.002128247
0.2,0.9,-0.0022524057
