current,target,value
0.25,0.35,-0.0017336135
0.25,0.4,-0.0023049093
0.25,0.45,-0.0027428851
0.25,0.5,-0.0030811988
0.25,0.55,-0.0032996524
0.25,0.6,-0.003467783
0.25,0.65,-0.0036064324
0.25,0.7,-0.0037338587
0.25,0.75,-0.0038424814
0.25,0.8,-0.0039050507
0.25,0.85,-0.004011596
0.25,0.9,-0.004077572
0.2,0.2,0.0014237161
0.2,0.25,0.00059126975
0.2,0.3,-0.000102574784
0.2,0.35,-0.00063358643
0.2,0.4,-0.0010015246
0.2,0.45,-0.0012795321
0.2,0.5,-0.0014351025
0.2,0.55,-0.0015358155
0.2,0.6,-0.0016092794
0.2,0.65,-0.0016977903
0.2,0.7,-0.0017761402
0.2,0.75,-0.0018627131
0.2,0.8,-0.0019063912
0.2,0.85,-0.002016666
0.2,0.9,-0.0021400172
