3.870343090966343880e-03,3.897649701684713364e-03,3.923605196177959442e-03,3.940693102777004242e-03,3.943140618503093719e-03,3.920356743037700653e-03,3.865371691063046455e-03,3.776057856157422066e-03,3.650717204436659813e-03,3.504689317196607590e-03,3.340498311445116997e-03,3.167922142893075943e-03,3.000213997438549995e-03,2.840932924300432205e-03,2.694864058867096901e-03
4.023921675980091095e-03,4.056751262396574020e-03,4.087331704795360565e-03,4.106523003429174423e-03,4.107670392841100693e-03,4.079410340636968613e-03,4.015037789940834045e-03,3.912827000021934509e-03,3.772113472223281860e-03,3.610026556998491287e-03,3.429714124649763107e-03,3.241563448682427406e-03,3.059782320633530617e-03,2.888292074203491211e-03,2.731669461354613304e-03
3.941729199141263962e-03,3.980130888521671295e-03,4.014642909169197083e-03,4.034911282360553741e-03,4.032532218843698502e-03,3.997356630861759186e-03,3.923231735825538635e-03,3.809102345257997513e-03,3.655867418274283409e-03,3.482847008854150772e-03,3.292960813269019127e-03,3.097147913649678230e-03,2.909489907324314117e-03,2.733976347371935844e-03,2.574807032942771912e-03
3.542545950040221214e-03,3.586379578337073326e-03,3.623482538387179375e-03,3.642208408564329147e-03,3.633207641541957855e-03,3.588469699025154114e-03,3.504549153149127960e-03,3.381198737770318985e-03,3.221408696845173836e-03,3.045834833756089211e-03,2.857133746147155762e-03,2.665658947080373764e-03,2.484480850398540497e-03,2.317354315891861916e-03,2.167167840525507927e-03
2.758904825896024704e-03,2.806769683957099915e-03,2.843656810000538826e-03,2.856795443221926689e-03,2.836417173966765404e-03,2.779715228825807571e-03,2.686464460566639900e-03,2.558087464421987534e-03,2.400487894192337990e-03,2.234542975202202797e-03,2.062076469883322716e-03,1.891665393486618996e-03,1.733658602461218834e-03,1.591367879882454872e-03,1.465673092752695084e-03
1.571384491398930550e-03,1.620247610844671726e-03,1.651728875003755093e-03,1.652843086048960686e-03,1.614955486729741096e-03,1.542987767606973648e-03,1.441435655578970909e-03,1.314349239692091942e-03,1.170638832263648510e-03,1.029785140417516232e-03,8.918295498006045818e-04,7.623161654919385910e-04,6.473808316513895988e-04,5.490104667842388153e-04,4.654098011087626219e-04
3.947681398130953312e-05,8.380358485737815499e-05,1.016723617794923484e-04,8.138316479744389653e-05,1.775710188667289913e-05,-7.362490578088909388e-05,-1.823466154746711254e-04,-3.008827916346490383e-04,-4.178848175797611475e-04,-5.173654644750058651e-04,-6.017375853843986988e-04,-6.702476530335843563e-04,-7.225794834084808826e-04,-7.584493141621351242e-04,-7.830772665329277515e-04
-1.700804685242474079e-03,-1.670879544690251350e-03,-1.678524422459304333e-03,-1.732200500555336475e-03,-1.830560504458844662e-03,-1.945153577253222466e-03,-2.059077378362417221e-03,-2.161046722903847694e-03,-2.238654531538486481e-03,-2.281616441905498505e-03,-2.295824000611901283e-03,-2.286864910274744034e-03,-2.260928973555564880e-03,-2.219994086772203445e-03,-2.173078712075948715e-03
-3.417081432417035103e-03,-3.416428808122873306e-03,-3.464888082817196846e-03,-3.565355436876416206e-03,-3.706537187099456787e-03,-3.846647916361689568e-03,-3.963506314903497696e-03,-4.042080603539943695e-03,-4.071367438882589340e-03,-4.048611503094434738e-03,-3.983925562351942062e-03,-3.890617052093148232e-03,-3.780448343604803085e-03,-3.658327972516417503e-03,-3.536674892529845238e-03
-4.786326549947261810e-03,-4.838226363062858582e-03,-4.947638604789972305e-03,-5.108867306262254715e-03,-5.297529976814985275e-03,-5.463152192533016205e-03,-5.580360069870948792e-03,-5.631574429571628571e-03,-5.610819440335035324e-03,-5.523548461496829987e-03,-5.384260788559913635e-03,-5.214185919612646103e-03,-5.028372630476951599e-03,-4.834715742617845535e-03,-4.648413509130477905e-03
-5.482637323439121246e-03,-5.619764328002929688e-03,-5.811970680952072144e-03,-6.044416688382625580e-03,-6.279615219682455063e-03,-6.466866005212068558e-03,-6.581800058484077454e-03,-6.607233081012964249e-03,-6.545491982251405716e-03,-6.409403868019580841e-03,-6.216068286448717117e-03,-5.994507111608982086e-03,-5.759034771472215652e-03,-5.520264152437448502e-03,-5.294395145028829575e-03
-5.364499054849147797e-03,-5.616293754428625107e-03,-5.902981385588645935e-03,-6.200529169291257858e-03,-6.464587990194559097e-03,-6.656898185610771179e-03,-6.759053096175193787e-03,-6.757949013262987137e-03,-6.666327361017465591e-03,-6.502090953290462494e-03,-6.283651571720838547e-03,-6.043819244951009750e-03,-5.792178213596343994e-03,-5.542029161006212234e-03,-5.308361258357763290e-03
-4.504414740949869156e-03,-4.900258965790271759e-03,-5.289401393383741379e-03,-5.640791729092597961e-03,-5.913394037634134293e-03,-6.096352823078632355e-03,-6.177585572004318237e-03,-6.154901348054409027e-03,-6.052372045814990997e-03,-5.889326799660921097e-03,-5.680457688868045807e-03,-5.462015513330698013e-03,-5.231505725532770157e-03,-5.007364787161350250e-03,-4.801638890057802200e-03
